"SalesID","SalePrice","MachineID","ModelID","datasource","auctioneerID","YearMade","MachineHoursCurrentMeter","UsageBand","saledate","fiModelDesc","fiBaseModel","fiSecondaryDesc","fiModelSeries","fiModelDescriptor","ProductSize","fiProductClassDesc","state","ProductGroup","ProductGroupDesc","Drive_System","Enclosure","Forks","Pad_Type","Ride_Control","Stick","Transmission","Turbocharged","Blade_Extension","Blade_Width","Enclosure_Type","Engine_Horsepower","Hydraulics","Pushblock","Ripper","Scarifier","Tip_Control","Tire_Size","Coupler","Coupler_System","Grouser_Tracks","Hydraulics_Flow","Track_Type","Undercarriage_Pad_Width","Stick_Length","Thumb","Pattern_Changer","Grouser_Type","Backhoe_Mounting","Blade_Type","Travel_Controls","Differential_Type","Steering_Controls"
2685833,10000,1838071,8850,149,1,1994,4929,"Low","12/1/2010 0:00","214","214","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Texas","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1179056,73000,971730,1453,121,3,2005,3379,"High","5/1/2008 0:00","928GZ","928","G","","Z","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Idaho","WL","Wheel Loader","","EROPS w AC","Yes","","Yes","","","","","","","","2 Valve","","","","","20.5","Hydraulic","","","","","","","","","","","","","Limited Slip","Conventional"
1395878,117500,1384105,4140,132,6,1989,NA,"","10/9/1991 0:00","D7H","D7","H","","","Large","Track Type Tractor, Dozer - 190.0 to 260.0 Horsepower","California","TTT","Track Type Tractors","","OROPS","","","","","Powershift","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","None or Unspecified","",""
1164407,25000,19558,2151,121,3,2000,6126,"Medium","7/16/2009 0:00","SK250LC","SK250","","","LC","Large / Medium","Hydraulic Excavator, Track - 24.0 to 28.0 Metric Tons","Arkansas","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1680748,29000,1432995,8713,132,11,1000,NA,"","12/3/1997 0:00","EX120","EX120","","","","Small","Hydraulic Excavator, Track - 12.0 to 14.0 Metric Tons","Mississippi","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","20 inch","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1236290,8500,1250148,6349,132,1,1000,NA,"","4/18/1995 0:00","C451","C451","","","","Small","Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons","Montana","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
2731748,8250,1911305,17439,149,12,1999,0,"","11/17/2010 0:00","LS170","LS170","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","South Carolina","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1369071,34000,1129576,4146,132,6,1969,NA,"","10/10/1990 0:00","D8H","D8","H","","","Large","Track Type Tractor, Dozer - 260.0 + Horsepower","Minnesota","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","U","None or Unspecified","",""
1511162,75000,1173756,7018,132,1,1979,NA,"","6/15/1993 0:00","245","245","","","","Large / Medium","Hydraulic Excavator, Track - 50.0 to 66.0 Metric Tons","California","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1403252,32000,535188,3774,132,4,1998,NA,"","2/10/2003 0:00","924F","924","F","","","","Wheel Loader - 120.0 to 135.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1761071,71000,1259959,371,132,6,1994,NA,"","10/20/1998 0:00","PC200-6","PC200","","-6","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","Maine","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","28 inch","9' 7""","None or Unspecified","None or Unspecified","Double","","","","",""
2246722,125000,825176,1638,136,19,2000,0,"","7/12/2007 0:00","D6RXL","D6","R","","XL","Medium","Track Type Tractor, Dozer - 160.0 to 190.0 Horsepower","Arkansas","TTT","Track Type Tractors","","EROPS w AC","","","","","Standard","","","","","","2 Valve","","Multi Shank","","","","","","","","","","","","","","None or Unspecified","Semi U","Differential Steer","",""
2272669,49000,1354867,77,136,1,1994,0,"","5/22/2007 0:00","950FII","950","F","II","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","California","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","23.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1170275,31000,975821,3362,121,3,1978,0,"","6/3/2004 0:00","140G","140","G","","","","Motorgrader - 145.0 to 170.0 Horsepower","Arizona","MG","Motor Graders","No","EROPS","","","","","Powershift","","None or Unspecified","14'","None or Unspecified","No","Base + 1 Function","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","","","","","","","","","","","","","","",""
2335896,30000,1552961,1893,136,8,2002,0,"","7/16/2008 0:00","650HLGP","650","H","","LGP","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Mississippi","TTT","Track Type Tractors","","OROPS","","","","","Standard","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
4367593,16500,2284171,5436,172,1,1995,7663,"Medium","9/23/2010 0:00","4300Q","4300","Q","","","Large / Medium","Hydraulic Excavator, Track - 28.0 to 33.0 Metric Tons","Illinois","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
1168683,6000,1021221,17471,121,3,1997,0,"","6/29/2006 0:00","LX485","LX485","","","","","Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity","Wisconsin","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1266683,37000,1176000,3257,132,1,1995,NA,"","12/11/2001 0:00","9040B","9040","B","","","Large / Medium","Hydraulic Excavator, Track - 21.0 to 24.0 Metric Tons","California","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Auxiliary","","","","","","Manual","","","","Steel","None or Unspecified","10' 2""","None or Unspecified","None or Unspecified","Double","","","","",""
1804842,13500,1400032,9563,132,1,1998,NA,"","3/13/2001 0:00","863","863","","","","","Skid Steer Loader - 1751.0 to 2201.0 Lb Operating Capacity","California","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1551355,59000,150828,1130,132,2,2006,NA,"","1/29/2011 0:00","315CL","315","C","","L","Small","Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","28 inch","10' 2""","Manual","Yes","Triple","","","","",""
1732054,19000,1450115,9047,132,1,1983,NA,"","3/24/1992 0:00","PC200","PC200","","","","Small","Hydraulic Excavator, Track - 16.0 to 19.0 Metric Tons","Colorado","TEX","Track Excavators","","EROPS","","","","","","","","","","","Auxiliary","","","","","","None or Unspecified","","","","Rubber","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1614549,60000,1417434,4861,132,1,1995,NA,"","9/29/2004 0:00","992E","992","E","","","Large / Medium","Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","32 inch","12' 8""","Hydraulic","None or Unspecified","Triple","","","","",""
1509960,25000,512282,24182,132,1,1986,NA,"","3/22/2006 0:00","926","926","","","","","Wheel Loader - 100.0 to 110.0 Horsepower","California","WL","Wheel Loader","","EROPS w AC","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","17.5","None or Unspecified","","","","","","","","","","","","","Standard","Conventional"
1597740,7750,1187665,4600,132,11,1979,NA,"","9/30/1998 0:00","310A","310","A","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Mississippi","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1630416,18000,1398985,4604,132,1,1997,NA,"","5/25/2010 0:00","310E","310","E","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Florida","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1174601,53000,602993,1596,121,3,2001,2165,"Medium","12/16/2004 0:00","D5MLGP","D5","M","","LGP","Medium","Track Type Tractor, Dozer - 105.0 to 130.0 Horsepower","Texas","TTT","Track Type Tractors","","OROPS","","","","","Powershift","","","","","","4 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","VPAT","Finger Tip","",""
1442130,44000,65548,1133,132,7,1995,NA,"","3/6/2003 0:00","315L","315","","","L","Small","Hydraulic Excavator, Track - 14.0 to 16.0 Metric Tons","Alabama","TEX","Track Excavators","","EROPS w AC","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","None or Unspecified","None or Unspecified","Triple","","","","",""
1636932,21000,1139276,4641,132,1,2000,NA,"","12/4/2006 0:00","410E","410","E","","","","Backhoe Loader - 15.0 to 16.0 Ft Standard Digging Depth","California","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1256935,8500,1232467,6788,132,28,1000,NA,"","10/28/1999 0:00","580","580","","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Louisiana","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1473172,13000,1414552,7511,132,9,1991,NA,"","8/27/2003 0:00","E70","E70","","","","Mini","Hydraulic Excavator, Track - 6.0 to 8.0 Metric Tons","Florida","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","18 inch","None or Unspecified","None or Unspecified","None or Unspecified","Double","","","","",""
2207531,21000,1784880,3171,136,NA,1997,0,"","6/26/2007 0:00","580L","580","L","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Minnesota","BL","Backhoe Loaders","Two Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1808427,14000,1418985,17311,132,1,2003,NA,"","12/4/2006 0:00","S175","S175","","","","","Skid Steer Loader - 1601.0 to 1751.0 Lb Operating Capacity","California","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1807415,10500,1102563,9550,132,1,2000,NA,"","6/14/2007 0:00","753","753","","","","","Skid Steer Loader - 1251.0 to 1351.0 Lb Operating Capacity","Colorado","SSL","Skid Steer Loaders","","OROPS","None or Unspecified","","","","","","","","","","Standard","","","","","","None or Unspecified","None or Unspecified","None or Unspecified","Standard","","","","","","","","","","",""
1603400,17500,117846,4697,132,6,1985,NA,"","10/15/1998 0:00","544C","544","C","","","","Wheel Loader - 100.0 to 110.0 Horsepower","North Carolina","WL","Wheel Loader","","EROPS","Yes","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","Manual","","","","","","","","","","","","","Standard","Conventional"
1622118,16500,862496,4602,132,1,1990,NA,"","6/21/2006 0:00","310C","310","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Maryland","BL","Backhoe Loaders","Four Wheel Drive","EROPS","Yes","None or Unspecified","No","Extended","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
1635097,26000,1077300,4604,132,1,1999,NA,"","10/2/2002 0:00","310E","310","E","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","North Carolina","BL","Backhoe Loaders","Four Wheel Drive","EROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2428637,16000,1401169,17244,136,1,2005,3101,"Medium","4/22/2010 0:00","337G","337","G","","","Mini","Hydraulic Excavator, Track - 5.0 to 6.0 Metric Tons","Utah","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","Manual","","","","Rubber","None or Unspecified","None or Unspecified","Hydraulic","None or Unspecified","Double","","","","",""
1407198,55000,700081,77,132,16,1993,NA,"","5/17/2000 0:00","950FII","950","F","II","","Medium","Wheel Loader - 150.0 to 175.0 Horsepower","Ohio","WL","Wheel Loader","","EROPS","None or Unspecified","","Yes","","","","","","","","2 Valve","","","","","20.5","Manual","","","","","","","","","","","","","Standard","Conventional"
1765181,43000,1465015,619,132,4,2003,NA,"","2/12/2007 0:00","WA380-5","WA380","","-5","","Medium","Wheel Loader - 175.0 to 200.0 Horsepower","Florida","WL","Wheel Loader","","OROPS","None or Unspecified","","None or Unspecified","","","","","","","","2 Valve","","","","","None or Unspecified","Manual","","","","","","","","","","","","","Standard","Conventional"
1387631,34000,1106388,3538,132,1,1998,NA,"","6/28/2000 0:00","416C","416","C","","","","Backhoe Loader - 14.0 to 15.0 Ft Standard Digging Depth","Georgia","BL","Backhoe Loaders","Four Wheel Drive","OROPS","None or Unspecified","None or Unspecified","No","Standard","Standard","None or Unspecified","","","","","","","","","","","","","","","","","","","","","","","","",""
2397748,27500,1006777,11910,136,7,2002,0,"","3/12/2008 0:00","D39EX","D39","EX","","","","Track Type Tractor, Dozer - 85.0 to 105.0 Horsepower","Alabama","TTT","Track Type Tractors","","EROPS w AC","","","","","Hydrostatic","","","","","","2 Valve","","None or Unspecified","","","","","","","","","","","","","","None or Unspecified","PAT","None or Unspecified","",""
4357371,40000,2268479,5363,172,1,1000,19609,"Low","12/9/2010 0:00","PC300LC","PC300","","","LC","Large / Medium","Hydraulic Excavator, Track - 33.0 to 40.0 Metric Tons","Washington","TEX","Track Excavators","","EROPS","","","","","","","","","","","Standard","","","","","","None or Unspecified","","","","Steel","None or Unspecified","None or Unspecified","Hydraulic","None or Unspecified","Double","","","","",""
